rowid,COUNTRY,INDICATOR,YR,AMOUNT,Government Type,Regime_type,Continent
7648,Greece,GDP per capita current US,1992,11176,parliamentary republic,Flawed democracy,Europe
7649,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1992,0,parliamentary republic,Flawed democracy,Europe
7650,Greece,Government expenditure per tertiary student constant PPP,1992,0,parliamentary republic,Flawed democracy,Europe
7651,Greece,Government expenditure per tertiary student constant US,1992,0,parliamentary republic,Flawed democracy,Europe
7652,Greece,Government expenditure per tertiary student PPP,1992,0,parliamentary republic,Flawed democracy,Europe
7653,Greece,Government expenditure per tertiary student US,1992,0,parliamentary republic,Flawed democracy,Europe
7654,Greece,Labor force total,1992,4280771,parliamentary republic,Flawed democracy,Europe
7655,Greece,Population growth annual pct,1992,0,parliamentary republic,Flawed democracy,Europe
7656,Greece,Population total,1992,10399061,parliamentary republic,Flawed democracy,Europe
7657,Greece,GDP at market prices current US,1993,109000000000,parliamentary republic,Flawed democracy,Europe
7658,Greece,GDP per capita current US,1993,10401,parliamentary republic,Flawed democracy,Europe
7659,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1993,0,parliamentary republic,Flawed democracy,Europe
7660,Greece,Government expenditure per tertiary student constant PPP,1993,0,parliamentary republic,Flawed democracy,Europe
7661,Greece,Government expenditure per tertiary student constant US,1993,0,parliamentary republic,Flawed democracy,Europe
7662,Greece,Government expenditure per tertiary student PPP,1993,0,parliamentary republic,Flawed democracy,Europe
7663,Greece,Government expenditure per tertiary student US,1993,0,parliamentary republic,Flawed democracy,Europe
7664,Greece,Labor force total,1993,4318565,parliamentary republic,Flawed democracy,Europe
7665,Greece,Population growth annual pct,1993,0,parliamentary republic,Flawed democracy,Europe
7666,Greece,Population total,1993,10460415,parliamentary republic,Flawed democracy,Europe
7667,Greece,GDP at market prices current US,1994,117000000000,parliamentary republic,Flawed democracy,Europe
7668,Greece,GDP per capita current US,1994,11091,parliamentary republic,Flawed democracy,Europe
7669,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1994,0,parliamentary republic,Flawed democracy,Europe
7670,Greece,Government expenditure per tertiary student constant PPP,1994,0,parliamentary republic,Flawed democracy,Europe
7671,Greece,Government expenditure per tertiary student constant US,1994,0,parliamentary republic,Flawed democracy,Europe
7672,Greece,Government expenditure per tertiary student PPP,1994,0,parliamentary republic,Flawed democracy,Europe
7673,Greece,Government expenditure per tertiary student US,1994,0,parliamentary republic,Flawed democracy,Europe
7674,Greece,Labor force total,1994,4425519,parliamentary republic,Flawed democracy,Europe
7675,Greece,Population growth annual pct,1994,0,parliamentary republic,Flawed democracy,Europe
7676,Greece,Population total,1994,10512922,parliamentary republic,Flawed democracy,Europe
7677,Greece,GDP at market prices current US,1995,137000000000,parliamentary republic,Flawed democracy,Europe
7678,Greece,GDP per capita current US,1995,12959,parliamentary republic,Flawed democracy,Europe
7679,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1995,0,parliamentary republic,Flawed democracy,Europe
7680,Greece,Government expenditure per tertiary student constant PPP,1995,0,parliamentary republic,Flawed democracy,Europe
7681,Greece,Government expenditure per tertiary student constant US,1995,0,parliamentary republic,Flawed democracy,Europe
7682,Greece,Government expenditure per tertiary student PPP,1995,0,parliamentary republic,Flawed democracy,Europe
7683,Greece,Government expenditure per tertiary student US,1995,0,parliamentary republic,Flawed democracy,Europe
7684,Greece,Labor force total,1995,4516756,parliamentary republic,Flawed democracy,Europe
7685,Greece,Population growth annual pct,1995,0,parliamentary republic,Flawed democracy,Europe
7686,Greece,Population total,1995,10562153,parliamentary republic,Flawed democracy,Europe
7687,Greece,GDP at market prices current US,1996,146000000000,parliamentary republic,Flawed democracy,Europe
7688,Greece,GDP per capita current US,1996,13749,parliamentary republic,Flawed democracy,Europe
7689,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1996,0,parliamentary republic,Flawed democracy,Europe
7690,Greece,Government expenditure per tertiary student constant PPP,1996,0,parliamentary republic,Flawed democracy,Europe
7691,Greece,Government expenditure per tertiary student constant US,1996,0,parliamentary republic,Flawed democracy,Europe
7692,Greece,Government expenditure per tertiary student PPP,1996,0,parliamentary republic,Flawed democracy,Europe
7693,Greece,Government expenditure per tertiary student US,1996,0,parliamentary republic,Flawed democracy,Europe
7694,Greece,Labor force total,1996,4613357,parliamentary republic,Flawed democracy,Europe
7695,Greece,Population growth annual pct,1996,0,parliamentary republic,Flawed democracy,Europe
7696,Greece,Population total,1996,10608800,parliamentary republic,Flawed democracy,Europe
7697,Greece,GDP at market prices current US,1997,143000000000,parliamentary republic,Flawed democracy,Europe
7698,Greece,GDP per capita current US,1997,13427,parliamentary republic,Flawed democracy,Europe
7699,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1997,0,parliamentary republic,Flawed democracy,Europe
7700,Greece,Government expenditure per tertiary student constant PPP,1997,0,parliamentary republic,Flawed democracy,Europe
7701,Greece,Government expenditure per tertiary student constant US,1997,0,parliamentary republic,Flawed democracy,Europe
7702,Greece,Government expenditure per tertiary student PPP,1997,0,parliamentary republic,Flawed democracy,Europe
7703,Greece,Government expenditure per tertiary student US,1997,0,parliamentary republic,Flawed democracy,Europe
7704,Greece,Labor force total,1997,4638376,parliamentary republic,Flawed democracy,Europe
7705,Greece,Population growth annual pct,1997,0,parliamentary republic,Flawed democracy,Europe
7706,Greece,Population total,1997,10661259,parliamentary republic,Flawed democracy,Europe
7707,Greece,GDP at market prices current US,1998,144000000000,parliamentary republic,Flawed democracy,Europe
7708,Greece,GDP per capita current US,1998,13472,parliamentary republic,Flawed democracy,Europe
7709,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1998,25,parliamentary republic,Flawed democracy,Europe
7710,Greece,Government expenditure per tertiary student constant PPP,1998,6447,parliamentary republic,Flawed democracy,Europe
7711,Greece,Government expenditure per tertiary student constant US,1998,5517,parliamentary republic,Flawed democracy,Europe
7712,Greece,Government expenditure per tertiary student PPP,1998,4529,parliamentary republic,Flawed democracy,Europe
7713,Greece,Government expenditure per tertiary student US,1998,3458,parliamentary republic,Flawed democracy,Europe
7714,Greece,Labor force total,1998,4768569,parliamentary republic,Flawed democracy,Europe
7715,Greece,Population growth annual pct,1998,0,parliamentary republic,Flawed democracy,Europe
7716,Greece,Population total,1998,10720509,parliamentary republic,Flawed democracy,Europe
7717,Greece,GDP at market prices current US,1999,143000000000,parliamentary republic,Flawed democracy,Europe
7718,Greece,GDP per capita current US,1999,13245,parliamentary republic,Flawed democracy,Europe
7719,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1999,24,parliamentary republic,Flawed democracy,Europe
7720,Greece,Government expenditure per tertiary student constant PPP,1999,6306,parliamentary republic,Flawed democracy,Europe
7721,Greece,Government expenditure per tertiary student constant US,1999,5396,parliamentary republic,Flawed democracy,Europe
7722,Greece,Government expenditure per tertiary student PPP,1999,4467,parliamentary republic,Flawed democracy,Europe
7723,Greece,Government expenditure per tertiary student US,1999,3239,parliamentary republic,Flawed democracy,Europe
7724,Greece,Labor force total,1999,4841857,parliamentary republic,Flawed democracy,Europe
7725,Greece,Population growth annual pct,1999,0,parliamentary republic,Flawed democracy,Europe
7726,Greece,Population total,1999,10761698,parliamentary republic,Flawed democracy,Europe
7727,Greece,GDP at market prices current US,2000,130000000000,parliamentary republic,Flawed democracy,Europe
7728,Greece,GDP per capita current US,2000,12042,parliamentary republic,Flawed democracy,Europe
7729,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,2000,19,parliamentary republic,Flawed democracy,Europe
7730,Greece,Government expenditure per tertiary student constant PPP,2000,5300,parliamentary republic,Flawed democracy,Europe
7731,Greece,Government expenditure per tertiary student constant US,2000,4536,parliamentary republic,Flawed democracy,Europe
7732,Greece,Government expenditure per tertiary student PPP,2000,3831,parliamentary republic,Flawed democracy,Europe
7733,Greece,Government expenditure per tertiary student US,2000,2392,parliamentary republic,Flawed democracy,Europe
7734,Greece,Labor force total,2000,4875352,parliamentary republic,Flawed democracy,Europe
7735,Greece,Population growth annual pct,2000,0,parliamentary republic,Flawed democracy,Europe
7736,Greece,Population total,2000,10805808,parliamentary republic,Flawed democracy,Europe
7737,Greece,GDP at market prices current US,2001,136000000000,parliamentary republic,Flawed democracy,Europe
7738,Greece,GDP per capita current US,2001,12538,parliamentary republic,Flawed democracy,Europe
7739,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,2001,18,parliamentary republic,Flawed democracy,Europe
7740,Greece,Government expenditure per tertiary student constant PPP,2001,6449,parliamentary republic,Flawed democracy,Europe
7741,Greece,Government expenditure per tertiary student constant US,2001,5519,parliamentary republic,Flawed democracy,Europe
7742,Greece,Government expenditure per tertiary student PPP,2001,4875,parliamentary republic,Flawed democracy,Europe
7743,Greece,Government expenditure per tertiary student US,2001,2925,parliamentary republic,Flawed democracy,Europe
7744,Greece,Labor force total,2001,4817171,parliamentary republic,Flawed democracy,Europe
7745,Greece,Population growth annual pct,2001,0,parliamentary republic,Flawed democracy,Europe
7746,Greece,Population total,2001,10862132,parliamentary republic,Flawed democracy,Europe
